Provider_id,County,State,Lower_Payment_Est,Ave_Payment,Higher_Payment_Est,Start_Date,End_Date
420109,CLARENDON,SC,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
151303,JENNINGS,IN,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
330232,RENSSELAER,NY,"$12,933","$14,355","$15,911",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
010109,PICKENS,AL,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
190268,LAFAYETTE,LA,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
041319,SEVIER,AR,"$15,661","$17,545","$19,477",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
050761,LOS ANGELES,CA,"$17,103","$18,145","$19,214",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100166,SARASOTA,FL,"$17,340","$18,585","$19,973",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
151307,WARREN,IN,"$13,395","$15,194","$17,192",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
510030,RANDOLPH,WV,"$22,833","$24,289","$25,815",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
140125,MADISON,IL,"$14,440","$16,012","$17,748",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
050747,ORANGE,CA,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
371338,HARMON,OK,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
310081,GLOUCESTER,NJ,"$13,762","$14,600","$15,462",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
110016,TROUP,GA,"$22,054","$24,424","$26,997",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
161301,WRIGHT,IA,"$15,188","$17,745","$20,759",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
050751,LOS ANGELES,CA,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
390086,CLEARFIELD,PA,"$20,002","$21,159","$22,504",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
241303,LYON,MN,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
021308,NOME,AK,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
500011,KING,WA,"$16,259","$17,348","$18,476",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
251305,LAWRENCE,MS,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
261319,LINCOLN,MO,"$18,668","$20,760","$23,032",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
140059,JERSEY,IL,"$14,953","$16,455","$18,162",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100242,BAY,FL,"$23,698","$24,519","$25,375",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
061325,RIO BLANCO,CO,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
240093,BLUE EARTH,MN,"$21,163","$22,142","$23,172",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
250040,JACKSON,MS,"$24,208","$26,076","$28,027",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100167,BROWARD,FL,"$18,590","$19,888","$21,152",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
241348,LINCOLN,MN,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
190034,VERMILION,LA,"$21,899","$23,954","$26,343",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
271325,LAKE,MT,"$12,197","$13,734","$15,274",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
440049,SHELBY,TN,"$20,804","$21,205","$21,621",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
430013,DAVISON,SD,"$18,901","$19,839","$20,808",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
400122,GUAYNABO,PR,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
110168,FLOYD,GA,"$14,218","$15,000","$15,804",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
490075,DANVILLE CITY,VA,"$15,685","$16,810","$18,046",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
431320,LAWRENCE,SD,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
241318,SAINT LOUIS,MN,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
360236,CLERMONT,OH,"$20,017","$22,938","$26,199",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
393303,PHILADELPHIA,PA,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
431328,TURNER,SD,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
330265,ONTARIO,NY,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
060107,DENVER,CO,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
361308,ASHTABULA,OH,"$14,060","$16,845","$19,646",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
050225,BUTTE,CA,"$17,517","$18,106","$18,728",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
281325,BROWN,NE,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
341307,PENDER,NC,"$14,064","$16,479","$19,298",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
430048,LAWRENCE,SD,"$18,416","$19,113","$19,835",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
450154,VAL VERDE,TX,"$13,381","$14,738","$16,190",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100135,LEON,FL,"$21,171","$21,862","$22,593",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
320009,BERNALILLO,NM,"$16,446","$17,779","$19,061",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
450119,HIDALGO,TX,"$15,263","$16,183","$17,125",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
110107,BIBB,GA,"$15,831","$16,634","$17,444",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
390272,MONTGOMERY,PA,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
170187,SALINE,KS,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
010104,JEFFERSON,AL,"$15,664","$16,908","$18,265",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
500049,WALLA WALLA,WA,"$13,962","$15,779","$17,758",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
510006,HARRISON,WV,"$20,815","$22,223","$23,647",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
161377,APPANOOSE,IA,"$15,421","$17,771","$20,102",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
021303,SITKA,AK,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
180106,CLINTON,KY,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
111316,MERIWETHER,GA,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
390266,MERCER,PA,"$13,697","$15,527","$17,339",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
053304,ORANGE,CA,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
340098,MECKLENBURG,NC,"$14,655","$15,477","$16,384",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
341324,DARE,NC,"$14,330","$15,970","$17,576",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
450222,MONTGOMERY,TX,"$17,459","$18,522","$19,648",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
310110,MERCER,NJ,"$25,190","$27,667","$30,572",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
140091,CHAMPAIGN,IL,"$21,516","$23,113","$24,809",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
511319,JEFFERSON,WV,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
140160,STEPHENSON,IL,"$19,232","$20,317","$21,409",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
390050,ALLEGHENY,PA,"$18,056","$19,447","$20,956",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
451387,UVALDE,TX,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
370039,ROGERS,OK,"$20,473","$23,594","$27,063",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
030101,MOHAVE,AZ,"$23,623","$25,780","$27,910",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
300029,ROCKINGHAM,NH,"$16,588","$17,849","$19,105",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
340183,MECKLENBURG,NC,"$16,418","$17,519","$18,721",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
161326,MADISON,IA,"$12,464","$14,449","$16,795",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
420102,GREENVILLE,SC,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
021302,,AK,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
451360,SAN AUGUSTINE,TX,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
010128,CLARKE,AL,"$11,701","$13,763","$15,872",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
240206,BELTRAMI,MN,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
450675,TARRANT,TX,"$16,946","$18,245","$19,674",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
260190,JACKSON,MO,"$21,816","$23,061","$24,389",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
220135,BARNSTABLE,MA,"$23,611","$24,360","$25,161",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
380103,WASHINGTON,OR,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
370183,OKMULGEE,OK,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
340075,BURKE,NC,"$23,134","$24,331","$25,640",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
360155,CUYAHOGA,OH,"$15,392","$16,127","$16,887",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
230047,MACOMB,MI,"$21,608","$22,887","$24,286",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
180019,MASON,KY,"$16,008","$17,793","$19,800",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
531302,CONVERSE,WY,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
370173,ROGERS,OK,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
350019,GRAND FORKS,ND,"$22,403","$24,245","$26,186",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100050,MIAMI-DADE,FL,"$15,811","$17,257","$18,863",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
450643,WEBB,TX,"$16,202","$17,462","$18,860",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
450021,DALLAS,TX,"$19,481","$21,609","$24,060",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
390195,MONTGOMERY,PA,"$18,728","$19,231","$19,805",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
390164,ALLEGHENY,PA,"$17,947","$18,867","$19,762",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
210012,BALTIMORE CITY,MD,"$21,408","$22,022","$22,678",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
330140,ONONDAGA,NY,"$14,878","$15,367","$15,883",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
111324,TOWNS,GA,"$13,568","$15,820","$18,274",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
230141,GENESEE,MI,"$18,589","$19,349","$20,126",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
500031,GRAYS HARBOR,WA,"$16,426","$17,396","$18,365",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
210008,BALTIMORE CITY,MD,"$16,423","$18,147","$19,845",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
250027,WINSTON,MS,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
340090,JOHNSTON,NC,"$14,006","$14,920","$15,855",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
110142,EVANS,GA,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
300018,STRAFFORD,NH,"$15,529","$16,467","$17,406",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
021302,,AK,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
131314,SHOSHONE,ID,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
100026,BAY,FL,"$15,982","$16,753","$17,562",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
410012,PROVIDENCE,RI,"$15,648","$16,437","$17,256",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
360112,LUCAS,OH,"$17,435","$19,124","$20,765",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
461301,MILLARD,UT,"$13,575","$16,495","$19,487",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
040114,PULASKI,AR,"$19,630","$20,147","$20,657",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
400012,SAN JUAN,PR,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
450330,FORT BEND,TX,"$17,953","$19,309","$20,718",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
390233,YORK,PA,"$15,400","$16,480","$17,586",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
190308,SAINT BERNARD,LA,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
041329,CARROLL,AR,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
150146,NOBLE,IN,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
370190,TULSA,OK,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
040154,FAULKNER,AR,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
330158,ROCKLAND,NY,"$19,230","$20,425","$21,689",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
330408,DELAWARE,NY,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
381320,CLATSOP,OR,"$12,835","$14,505","$16,396",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
260052,FRANKLIN,MO,"$17,498","$18,679","$19,800",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
010005,MARSHALL,AL,"$22,476","$23,545","$24,678",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
010033,JEFFERSON,AL,"$18,916","$20,196","$21,515",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
250042,COAHOMA,MS,"$12,975","$14,176","$15,478",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100254,LEON,FL,"$15,386","$16,650","$17,967",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
191300,SAINT HELENA,LA,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
360361,SCIOTO,OH,"$26,281","$28,953","$31,930",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
670097,ROCKWALL,TX,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
420009,OCONEE,SC,"$21,735","$24,666","$27,893",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
061328,ARCHULETA,CO,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
351322,MCINTOSH,ND,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
341317,STOKES,NC,"$13,004","$15,617","$18,272",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
300003,GRAFTON,NH,"$21,017","$21,939","$22,943",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
250031,WARREN,MS,"$18,531","$19,775","$20,993",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
130066,KOOTENAI,ID,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
371305,NOWATA,OK,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
170009,LEAVENWORTH,KS,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
141326,HAMILTON,IL,"$14,722","$16,458","$18,253",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
140130,LAKE,IL,"$22,641","$25,392","$28,486",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
180080,KNOX,KY,"$21,412","$23,261","$25,301",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
170006,CRAWFORD,KS,"$21,253","$23,994","$27,114",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
400113,PONCE,PR,"$12,839","$14,967","$17,525",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
051317,LAKE,CA,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
390217,WESTMORELAND,PA,"$17,745","$19,670","$21,658",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100001,DUVAL,FL,"$22,200","$24,185","$26,292",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
360052,MONTGOMERY,OH,"$24,325","$25,456","$26,658",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
390001,LACKAWANNA,PA,"$16,865","$17,984","$19,129",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100322,LEVY,FL,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
271323,SANDERS,MT,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
361314,OTTAWA,OH,"$13,893","$15,746","$17,657",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
260195,POLK,MO,"$14,824","$16,051","$17,193",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
070040,HARTFORD,CT,"$14,342","$16,452","$18,613",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
230080,ISABELLA,MI,"$20,127","$22,453","$25,163",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
180092,CLARK,KY,"$13,416","$14,677","$15,860",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
250007,HARRISON,MS,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100047,CHARLOTTE,FL,"$17,255","$18,358","$19,497",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100173,HILLSBOROUGH,FL,"$19,420","$20,413","$21,398",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
140179,COOK,IL,"$15,562","$16,496","$17,440",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
151324,JASPER,IN,"$20,460","$22,948","$25,704",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
450851,DALLAS,TX,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
100029,MIAMI-DADE,FL,"$23,101","$25,808","$28,737",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
360003,HAMILTON,OH,"$16,167","$17,476","$18,765",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
150104,BOONE,IN,"$14,144","$15,417","$16,732",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
050158,LOS ANGELES,CA,"$18,084","$19,829","$21,519",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
190144,WEBSTER,LA,"$16,233","$17,444","$18,663",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
400105,BAYAMON,PR,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
250081,LAUDERDALE,MS,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
161350,CALHOUN,IA,"$15,170","$17,662","$20,492",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
340064,WILKES,NC,"$21,530","$22,780","$24,150",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
341303,MONTGOMERY,NC,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
230146,WAYNE,MI,"$16,634","$17,521","$18,502",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
141313,MASON,IL,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
440025,GREENE,TN,"$15,238","$16,182","$17,103",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100248,PINELLAS,FL,"$18,724","$19,717","$20,753",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
380018,JACKSON,OR,"$14,568","$15,335","$16,102",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
140145,CLINTON,IL,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
461309,KANE,UT,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
430091,PENNINGTON,SD,"$19,222","$19,672","$20,134",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
420085,HORRY,SC,"$20,423","$20,938","$21,477",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
250067,CLAY,MS,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
180088,JEFFERSON,KY,"$21,609","$22,546","$23,536",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
190046,ORLEANS,LA,"$18,986","$19,698","$20,471",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
030077,GILA,AZ,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
330027,NASSAU,NY,"$15,194","$16,774","$18,433",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
210022,MONTGOMERY,MD,"$21,404","$21,857","$22,322",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
280032,ADAMS,NE,"$16,048","$17,202","$18,332",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
450847,HARRIS,TX,"$22,112","$23,107","$24,145",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
021311,KETCHIKAN GATEWAY,AK,"$11,077","$12,766","$14,421",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
341315,BLADEN,NC,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
321302,QUAY,NM,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
340064,WILKES,NC,"$20,147","$23,223","$26,674",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
450874,DALLAS,TX,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
670056,HAYS,TX,"$23,059","$25,206","$27,555",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
450299,BRAZOS,TX,"$13,532","$14,979","$16,431",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
360150,SUMMIT,OH,"$14,347","$16,297","$18,493",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
230013,OAKLAND,MI,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
440059,PUTNAM,TN,"$14,242","$15,024","$15,834",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
150004,LAKE,IN,"$22,189","$24,663","$27,280",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
390041,FAYETTE,PA,"$15,046","$16,101","$17,138",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
520096,RACINE,WI,"$15,006","$16,201","$17,472",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
460041,DAVIS,UT,"$21,192","$24,189","$27,460",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
103303,HILLSBOROUGH,FL,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
191314,MADISON,LA,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
160029,JOHNSON,IA,"$17,866","$19,339","$20,849",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
110040,JACKSON,GA,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
251336,ATTALA,MS,"$14,397","$16,403","$18,696",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
330004,ULSTER,NY,"$20,968","$23,002","$25,297",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
231311,SANILAC,MI,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
500002,WALLA WALLA,WA,"$14,559","$15,647","$16,741",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
451312,COLORADO,TX,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
281336,YORK,NE,"$15,247","$17,567","$20,127",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
451378,BREWSTER,TX,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
190114,CLAIBORNE,LA,"$16,282","$18,217","$20,435",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
531304,HOT SPRINGS,WY,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
351323,CAVALIER,ND,"$14,976","$17,729","$20,523",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
181318,SIMPSON,KY,"$15,117","$17,010","$18,956",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
220119,SUFFOLK,MA,"$14,616","$15,682","$16,830",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
420078,GREENVILLE,SC,"$22,112","$23,416","$24,850",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
140252,COOK,IL,"$21,238","$22,665","$24,279",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
181328,KNOX,KY,"$12,408","$14,247","$16,334",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
320084,ROOSEVELT,NM,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
171318,CHAUTAUQUA,KS,"$17,319","$20,281","$23,241",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
393303,PHILADELPHIA,PA,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
100275,PALM BEACH,FL,"$16,603","$17,826","$19,073",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
490043,LOUDOUN,VA,"$14,803","$15,732","$16,713",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
010108,AUTAUGA,AL,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
490021,LYNCHBURG CITY,VA,"$15,000","$15,598","$16,186",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
520045,WINNEBAGO,WI,"$20,276","$21,446","$22,748",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
281325,BROWN,NE,,,,2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
271308,ROOSEVELT,MT,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
370218,TULSA,OK,"$17,372","$18,678","$19,974",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
440176,SULLIVAN,TN,"$19,325","$20,299","$21,334",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
450851,DALLAS,TX,"$17,832","$19,928","$22,324",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
200039,KENNEBEC,ME,"$20,934","$22,543","$24,229",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
450883,DENTON,TX,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
240052,OTTER TAIL,MN,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
050336,SAN JOAQUIN,CA,"$15,030","$15,815","$16,617",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
230156,WASHTENAW,MI,"$21,043","$21,506","$21,953",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
330074,ONTARIO,NY,"$20,582","$23,613","$27,123",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
390197,LEHIGH,PA,"$21,311","$24,536","$28,258",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100328,MIAMI-DADE,FL,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
520196,EAU CLAIRE,WI,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
100055,PINELLAS,FL,"$24,086","$25,677","$27,357",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
140182,COOK,IL,"$15,571","$17,051","$18,777",2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
050742,LOS ANGELES,CA,"$21,603","$24,126","$26,972",2013-04-01T00:00:00.000,2016-03-31T00:00:00.000
010097,ELMORE,AL,,,,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000
