Provider_id,County,State,Lower_Payment_Est,Ave_Payment,Higher_Payment_Est,Start_Date,End_Date
330232,rensselaer,ny,12933,14355,15911,2013-07-01,2016-06-30
041319,sevier,ar,15661,17545,19477,2013-07-01,2016-06-30
050761,los angeles,ca,17103,18145,19214,2013-07-01,2016-06-30
100166,sarasota,fl,17340,18585,19973,2013-07-01,2016-06-30
151307,warren,in,13395,15194,17192,2013-07-01,2016-06-30
510030,randolph,wv,22833,24289,25815,2013-04-01,2016-03-31
140125,madison,il,14440,16012,17748,2013-07-01,2016-06-30
310081,gloucester,nj,13762,14600,15462,2013-07-01,2016-06-30
110016,troup,ga,22054,24424,26997,2013-07-01,2016-06-30
161301,wright,ia,15188,17745,20759,2013-07-01,2016-06-30
390086,clearfield,pa,20002,21159,22504,2013-04-01,2016-03-31
500011,king,wa,16259,17348,18476,2013-07-01,2016-06-30
261319,lincoln,mo,18668,20760,23032,2013-07-01,2016-06-30
140059,jersey,il,14953,16455,18162,2013-07-01,2016-06-30
100242,bay,fl,23698,24519,25375,2013-04-01,2016-03-31
240093,blue earth,mn,21163,22142,23172,2013-04-01,2016-03-31
250040,jackson,ms,24208,26076,28027,2013-07-01,2016-06-30
100167,broward,fl,18590,19888,21152,2013-07-01,2016-06-30
190034,vermilion,la,21899,23954,26343,2013-04-01,2016-03-31
271325,lake,mt,12197,13734,15274,2013-07-01,2016-06-30
440049,shelby,tn,20804,21205,21621,2013-04-01,2016-03-31
430013,davison,sd,18901,19839,20808,2013-04-01,2016-03-31
110168,floyd,ga,14218,15000,15804,2013-07-01,2016-06-30
490075,danville city,va,15685,16810,18046,2013-07-01,2016-06-30
360236,clermont,oh,20017,22938,26199,2013-07-01,2016-06-30
361308,ashtabula,oh,14060,16845,19646,2013-07-01,2016-06-30
050225,butte,ca,17517,18106,18728,2013-04-01,2016-03-31
341307,pender,nc,14064,16479,19298,2013-07-01,2016-06-30
430048,lawrence,sd,18416,19113,19835,2013-04-01,2016-03-31
450154,val verde,tx,13381,14738,16190,2013-07-01,2016-06-30
100135,leon,fl,21171,21862,22593,2013-04-01,2016-03-31
320009,bernalillo,nm,16446,17779,19061,2013-07-01,2016-06-30
450119,hidalgo,tx,15263,16183,17125,2013-07-01,2016-06-30
110107,bibb,ga,15831,16634,17444,2013-07-01,2016-06-30
010104,jefferson,al,15664,16908,18265,2013-07-01,2016-06-30
500049,walla walla,wa,13962,15779,17758,2013-07-01,2016-06-30
510006,harrison,wv,20815,22223,23647,2013-07-01,2016-06-30
161377,appanoose,ia,15421,17771,20102,2013-07-01,2016-06-30
390266,mercer,pa,13697,15527,17339,2013-07-01,2016-06-30
340098,mecklenburg,nc,14655,15477,16384,2013-07-01,2016-06-30
341324,dare,nc,14330,15970,17576,2013-07-01,2016-06-30
450222,montgomery,tx,17459,18522,19648,2013-07-01,2016-06-30
310110,mercer,nj,25190,27667,30572,2013-07-01,2016-06-30
140091,champaign,il,21516,23113,24809,2013-07-01,2016-06-30
140160,stephenson,il,19232,20317,21409,2013-04-01,2016-03-31
390050,allegheny,pa,18056,19447,20956,2013-07-01,2016-06-30
370039,rogers,ok,20473,23594,27063,2013-07-01,2016-06-30
030101,mohave,az,23623,25780,27910,2013-07-01,2016-06-30
300029,rockingham,nh,16588,17849,19105,2013-07-01,2016-06-30
340183,mecklenburg,nc,16418,17519,18721,2013-07-01,2016-06-30
161326,madison,ia,12464,14449,16795,2013-07-01,2016-06-30
010128,clarke,al,11701,13763,15872,2013-07-01,2016-06-30
450675,tarrant,tx,16946,18245,19674,2013-07-01,2016-06-30
260190,jackson,mo,21816,23061,24389,2013-04-01,2016-03-31
220135,barnstable,ma,23611,24360,25161,2013-04-01,2016-03-31
340075,burke,nc,23134,24331,25640,2013-04-01,2016-03-31
360155,cuyahoga,oh,15392,16127,16887,2013-07-01,2016-06-30
230047,macomb,mi,21608,22887,24286,2013-07-01,2016-06-30
180019,mason,ky,16008,17793,19800,2013-07-01,2016-06-30
350019,grand forks,nd,22403,24245,26186,2013-07-01,2016-06-30
100050,miami-dade,fl,15811,17257,18863,2013-07-01,2016-06-30
450643,webb,tx,16202,17462,18860,2013-07-01,2016-06-30
450021,dallas,tx,19481,21609,24060,2013-07-01,2016-06-30
390195,montgomery,pa,18728,19231,19805,2013-04-01,2016-03-31
390164,allegheny,pa,17947,18867,19762,2013-07-01,2016-06-30
210012,baltimore city,md,21408,22022,22678,2013-04-01,2016-03-31
330140,onondaga,ny,14878,15367,15883,2013-07-01,2016-06-30
111324,towns,ga,13568,15820,18274,2013-07-01,2016-06-30
230141,genesee,mi,18589,19349,20126,2013-07-01,2016-06-30
500031,grays harbor,wa,16426,17396,18365,2013-07-01,2016-06-30
210008,baltimore city,md,16423,18147,19845,2013-07-01,2016-06-30
340090,johnston,nc,14006,14920,15855,2013-07-01,2016-06-30
300018,strafford,nh,15529,16467,17406,2013-07-01,2016-06-30
100026,bay,fl,15982,16753,17562,2013-07-01,2016-06-30
410012,providence,ri,15648,16437,17256,2013-07-01,2016-06-30
360112,lucas,oh,17435,19124,20765,2013-07-01,2016-06-30
461301,millard,ut,13575,16495,19487,2013-07-01,2016-06-30
040114,pulaski,ar,19630,20147,20657,2013-04-01,2016-03-31
450330,fort bend,tx,17953,19309,20718,2013-07-01,2016-06-30
390233,york,pa,15400,16480,17586,2013-07-01,2016-06-30
330158,rockland,ny,19230,20425,21689,2013-07-01,2016-06-30
381320,clatsop,or,12835,14505,16396,2013-07-01,2016-06-30
260052,franklin,mo,17498,18679,19800,2013-07-01,2016-06-30
010005,marshall,al,22476,23545,24678,2013-04-01,2016-03-31
010033,jefferson,al,18916,20196,21515,2013-07-01,2016-06-30
250042,coahoma,ms,12975,14176,15478,2013-07-01,2016-06-30
100254,leon,fl,15386,16650,17967,2013-07-01,2016-06-30
360361,scioto,oh,26281,28953,31930,2013-04-01,2016-03-31
420009,oconee,sc,21735,24666,27893,2013-07-01,2016-06-30
341317,stokes,nc,13004,15617,18272,2013-07-01,2016-06-30
300003,grafton,nh,21017,21939,22943,2013-07-01,2016-06-30
250031,warren,ms,18531,19775,20993,2013-07-01,2016-06-30
141326,hamilton,il,14722,16458,18253,2013-07-01,2016-06-30
140130,lake,il,22641,25392,28486,2013-07-01,2016-06-30
180080,knox,ky,21412,23261,25301,2013-04-01,2016-03-31
170006,crawford,ks,21253,23994,27114,2013-07-01,2016-06-30
400113,ponce,pr,12839,14967,17525,2013-07-01,2016-06-30
390217,westmoreland,pa,17745,19670,21658,2013-07-01,2016-06-30
100001,duval,fl,22200,24185,26292,2013-07-01,2016-06-30
360052,montgomery,oh,24325,25456,26658,2013-04-01,2016-03-31
390001,lackawanna,pa,16865,17984,19129,2013-07-01,2016-06-30
361314,ottawa,oh,13893,15746,17657,2013-07-01,2016-06-30
260195,polk,mo,14824,16051,17193,2013-07-01,2016-06-30
070040,hartford,ct,14342,16452,18613,2013-07-01,2016-06-30
230080,isabella,mi,20127,22453,25163,2013-07-01,2016-06-30
180092,clark,ky,13416,14677,15860,2013-07-01,2016-06-30
100047,charlotte,fl,17255,18358,19497,2013-07-01,2016-06-30
100173,hillsborough,fl,19420,20413,21398,2013-07-01,2016-06-30
140179,cook,il,15562,16496,17440,2013-07-01,2016-06-30
151324,jasper,in,20460,22948,25704,2013-04-01,2016-03-31
100029,miami-dade,fl,23101,25808,28737,2013-07-01,2016-06-30
360003,hamilton,oh,16167,17476,18765,2013-07-01,2016-06-30
150104,boone,in,14144,15417,16732,2013-07-01,2016-06-30
050158,los angeles,ca,18084,19829,21519,2013-07-01,2016-06-30
190144,webster,la,16233,17444,18663,2013-07-01,2016-06-30
161350,calhoun,ia,15170,17662,20492,2013-07-01,2016-06-30
340064,wilkes,nc,21530,22780,24150,2013-04-01,2016-03-31
230146,wayne,mi,16634,17521,18502,2013-07-01,2016-06-30
440025,greene,tn,15238,16182,17103,2013-07-01,2016-06-30
100248,pinellas,fl,18724,19717,20753,2013-07-01,2016-06-30
380018,jackson,or,14568,15335,16102,2013-07-01,2016-06-30
430091,pennington,sd,19222,19672,20134,2013-04-01,2016-03-31
420085,horry,sc,20423,20938,21477,2013-04-01,2016-03-31
180088,jefferson,ky,21609,22546,23536,2013-07-01,2016-06-30
190046,orleans,la,18986,19698,20471,2013-04-01,2016-03-31
330027,nassau,ny,15194,16774,18433,2013-07-01,2016-06-30
210022,montgomery,md,21404,21857,22322,2013-04-01,2016-03-31
280032,adams,ne,16048,17202,18332,2013-07-01,2016-06-30
450847,harris,tx,22112,23107,24145,2013-04-01,2016-03-31
021311,ketchikan gateway,ak,11077,12766,14421,2013-07-01,2016-06-30
340064,wilkes,nc,20147,23223,26674,2013-07-01,2016-06-30
670056,hays,tx,23059,25206,27555,2013-04-01,2016-03-31
450299,brazos,tx,13532,14979,16431,2013-07-01,2016-06-30
360150,summit,oh,14347,16297,18493,2013-07-01,2016-06-30
440059,putnam,tn,14242,15024,15834,2013-07-01,2016-06-30
150004,lake,in,22189,24663,27280,2013-07-01,2016-06-30
390041,fayette,pa,15046,16101,17138,2013-07-01,2016-06-30
520096,racine,wi,15006,16201,17472,2013-07-01,2016-06-30
460041,davis,ut,21192,24189,27460,2013-07-01,2016-06-30
160029,johnson,ia,17866,19339,20849,2013-07-01,2016-06-30
251336,attala,ms,14397,16403,18696,2013-07-01,2016-06-30
330004,ulster,ny,20968,23002,25297,2013-07-01,2016-06-30
500002,walla walla,wa,14559,15647,16741,2013-07-01,2016-06-30
281336,york,ne,15247,17567,20127,2013-07-01,2016-06-30
190114,claiborne,la,16282,18217,20435,2013-07-01,2016-06-30
351323,cavalier,nd,14976,17729,20523,2013-07-01,2016-06-30
181318,simpson,ky,15117,17010,18956,2013-07-01,2016-06-30
220119,suffolk,ma,14616,15682,16830,2013-07-01,2016-06-30
420078,greenville,sc,22112,23416,24850,2013-07-01,2016-06-30
140252,cook,il,21238,22665,24279,2013-07-01,2016-06-30
181328,knox,ky,12408,14247,16334,2013-07-01,2016-06-30
171318,chautauqua,ks,17319,20281,23241,2013-07-01,2016-06-30
100275,palm beach,fl,16603,17826,19073,2013-07-01,2016-06-30
490043,loudoun,va,14803,15732,16713,2013-07-01,2016-06-30
490021,lynchburg city,va,15000,15598,16186,2013-07-01,2016-06-30
520045,winnebago,wi,20276,21446,22748,2013-04-01,2016-03-31
370218,tulsa,ok,17372,18678,19974,2013-07-01,2016-06-30
440176,sullivan,tn,19325,20299,21334,2013-04-01,2016-03-31
450851,dallas,tx,17832,19928,22324,2013-07-01,2016-06-30
200039,kennebec,me,20934,22543,24229,2013-07-01,2016-06-30
050336,san joaquin,ca,15030,15815,16617,2013-07-01,2016-06-30
230156,washtenaw,mi,21043,21506,21953,2013-04-01,2016-03-31
330074,ontario,ny,20582,23613,27123,2013-07-01,2016-06-30
390197,lehigh,pa,21311,24536,28258,2013-07-01,2016-06-30
100055,pinellas,fl,24086,25677,27357,2013-04-01,2016-03-31
140182,cook,il,15571,17051,18777,2013-07-01,2016-06-30
050742,los angeles,ca,21603,24126,26972,2013-04-01,2016-03-31
350015,burleigh,nd,19979,21917,24146,2013-07-01,2016-06-30
240047,saint louis,mn,21056,23210,25495,2013-07-01,2016-06-30
050426,orange,ca,19739,20971,22216,2013-07-01,2016-06-30
120006,honolulu,hi,15036,16360,17668,2013-07-01,2016-06-30
340132,vance,nc,13409,14478,15624,2013-07-01,2016-06-30
490130,gloucester,va,14874,15911,17001,2013-07-01,2016-06-30
420070,sumter,sc,19696,20537,21406,2013-04-01,2016-03-31
490098,mecklenburg,va,20627,22519,24516,2013-04-01,2016-03-31
100135,leon,fl,21371,22924,24540,2013-07-01,2016-06-30
670053,fort bend,tx,17263,19342,21626,2013-07-01,2016-06-30
441305,macon,tn,13087,15018,17273,2013-07-01,2016-06-30
390125,wayne,pa,25826,27703,29816,2013-04-01,2016-03-31
030036,maricopa,az,16850,18108,19443,2013-07-01,2016-06-30
490143,james city,va,20393,22274,24360,2013-04-01,2016-03-31
330057,albany,ny,15304,16115,16953,2013-07-01,2016-06-30
361325,crawford,oh,21847,22933,24030,2013-04-01,2016-03-31
281322,cuming,ne,13483,15637,17752,2013-07-01,2016-06-30
230269,oakland,mi,21695,22846,24056,2013-07-01,2016-06-30
060125,douglas,co,14004,16346,19023,2013-07-01,2016-06-30
350019,grand forks,nd,20459,21163,21874,2013-04-01,2016-03-31
010022,cherokee,al,14441,16814,19758,2013-07-01,2016-06-30
340113,mecklenburg,nc,14717,15441,16195,2013-07-01,2016-06-30
280023,hall,ne,15217,16022,16810,2013-07-01,2016-06-30
250128,panola,ms,14822,16584,18323,2013-07-01,2016-06-30
420023,greenville,sc,23256,24913,26784,2013-07-01,2016-06-30
450072,brazoria,tx,20986,22747,24652,2013-04-01,2016-03-31
171349,cloud,ks,12394,14236,16431,2013-07-01,2016-06-30
370112,sequoyah,ok,15517,18142,21459,2013-07-01,2016-06-30
040020,craighead,ar,24281,26210,28317,2013-07-01,2016-06-30
390160,washington,pa,20550,22918,25608,2013-04-01,2016-03-31
250009,alcorn,ms,20222,21724,23315,2013-07-01,2016-06-30
161330,audubon,ia,18125,21316,24412,2013-07-01,2016-06-30
450021,dallas,tx,23153,23750,24343,2013-04-01,2016-03-31
331313,schuyler,ny,13422,14852,16295,2013-07-01,2016-06-30
240141,sherburne,mn,15189,17557,19921,2013-07-01,2016-06-30
190086,lincoln,la,21028,23602,26405,2013-07-01,2016-06-30
420005,dillon,sc,14419,15932,17367,2013-07-01,2016-06-30
050324,san diego,ca,16660,17976,19500,2013-07-01,2016-06-30
140228,winnebago,il,14087,14921,15802,2013-07-01,2016-06-30
190167,evangeline,la,19820,21760,23957,2013-04-01,2016-03-31
530014,laramie,wy,15742,16520,17271,2013-07-01,2016-06-30
150166,lake,in,22318,24603,27143,2013-04-01,2016-03-31
360008,scioto,oh,16459,17325,18242,2013-07-01,2016-06-30
420048,kershaw,sc,22417,24120,26028,2013-04-01,2016-03-31
501335,king,wa,14166,15831,17558,2013-07-01,2016-06-30
520109,juneau,wi,13716,15619,17694,2013-07-01,2016-06-30
170137,douglas,ks,14936,16250,17654,2013-07-01,2016-06-30
050454,san francisco,ca,23715,26274,29078,2013-07-01,2016-06-30
420027,anderson,sc,20661,22409,24309,2013-07-01,2016-06-30
190064,east baton rouge,la,14923,15718,16549,2013-07-01,2016-06-30
370097,comanche,ok,17538,19110,20702,2013-07-01,2016-06-30
190040,saint tammany,la,19281,21377,23648,2013-07-01,2016-06-30
110025,glynn,ga,13995,14854,15685,2013-07-01,2016-06-30
220126,norfolk,ma,23926,25249,26647,2013-04-01,2016-03-31
141335,mchenry,il,13918,16399,19016,2013-07-01,2016-06-30
050393,los angeles,ca,23749,25483,27349,2013-04-01,2016-03-31
670008,harris,tx,22344,23301,24305,2013-04-01,2016-03-31
340017,henderson,nc,22595,24957,27741,2013-07-01,2016-06-30
351334,williams,nd,13915,16004,18305,2013-07-01,2016-06-30
050516,sacramento,ca,14572,15469,16416,2013-07-01,2016-06-30
390222,delaware,pa,15198,16247,17431,2013-07-01,2016-06-30
670073,dallas,tx,22363,22977,23609,2013-04-01,2016-03-31
450698,lamb,tx,12995,15564,18173,2013-07-01,2016-06-30
340013,rutherford,nc,14772,15807,16925,2013-07-01,2016-06-30
390037,allegheny,pa,20655,23823,27404,2013-07-01,2016-06-30
450869,hidalgo,tx,22442,24460,26639,2013-07-01,2016-06-30
110035,cobb,ga,15891,16511,17155,2013-07-01,2016-06-30
380021,washington,or,18699,20104,21660,2013-04-01,2016-03-31
140062,cook,il,22549,23974,25507,2013-07-01,2016-06-30
230222,midland,mi,14858,15731,16596,2013-07-01,2016-06-30
010131,madison,al,14438,15250,16060,2013-07-01,2016-06-30
360016,hamilton,oh,17296,18534,19856,2013-07-01,2016-06-30
020017,anchorage,ak,15504,17218,18928,2013-07-01,2016-06-30
060114,douglas,co,15055,16720,18543,2013-07-01,2016-06-30
040055,sebastian,ar,18021,18871,19755,2013-07-01,2016-06-30
170197,butler,ks,22022,23955,25990,2013-07-01,2016-06-30
450571,tom green,tx,22110,22973,23842,2013-04-01,2016-03-31
390153,chester,pa,15774,16712,17781,2013-07-01,2016-06-30
141326,hamilton,il,12547,14230,16171,2013-07-01,2016-06-30
050608,kern,ca,14765,16822,19295,2013-07-01,2016-06-30
180049,madison,ky,15623,17463,19542,2013-07-01,2016-06-30
390091,venango,pa,22330,24006,25793,2013-04-01,2016-03-31
380052,malheur,or,13469,14485,15562,2013-07-01,2016-06-30
330094,columbia,ny,15373,16287,17200,2013-07-01,2016-06-30
410008,washington,ri,21451,24515,27943,2013-07-01,2016-06-30
500148,chelan,wa,17557,18629,19728,2013-04-01,2016-03-31
220070,middlesex,ma,25414,26672,28029,2013-04-01,2016-03-31
151330,adams,in,14908,16382,17842,2013-07-01,2016-06-30
030115,maricopa,az,18274,19398,20588,2013-04-01,2016-03-31
060076,logan,co,12926,14631,16461,2013-07-01,2016-06-30
220020,bristol,ma,16257,17457,18692,2013-07-01,2016-06-30
450662,cameron,tx,19845,21535,23427,2013-07-01,2016-06-30
110225,pickens,ga,15038,16176,17281,2013-07-01,2016-06-30
330236,kings,ny,16231,16992,17794,2013-07-01,2016-06-30
450400,limestone,tx,13317,15352,17723,2013-07-01,2016-06-30
100286,collier,fl,14332,15191,16021,2013-07-01,2016-06-30
160080,clinton,ia,20764,22603,24615,2013-07-01,2016-06-30
420086,richland,sc,16119,17208,18343,2013-07-01,2016-06-30
150146,noble,in,15541,16951,18367,2013-07-01,2016-06-30
261337,crawford,mo,14246,16108,17949,2013-07-01,2016-06-30
380002,josephine,or,12768,13987,15312,2013-07-01,2016-06-30
221300,dukes,ma,14010,15865,17890,2013-07-01,2016-06-30
341323,avery,nc,14331,15658,17043,2013-07-01,2016-06-30
370022,jackson,ok,20584,21560,22621,2013-04-01,2016-03-31
450718,williamson,tx,22612,23838,25086,2013-04-01,2016-03-31
050300,san bernardino,ca,17043,18411,19804,2013-07-01,2016-06-30
350070,cass,nd,14294,15360,16409,2013-07-01,2016-06-30
310008,bergen,nj,24358,25214,26062,2013-04-01,2016-03-31
131303,oneida,id,16095,19239,22331,2013-07-01,2016-06-30
390037,allegheny,pa,16504,18205,20182,2013-07-01,2016-06-30
010114,jefferson,al,19356,21844,24747,2013-07-01,2016-06-30
210002,baltimore city,md,20350,22154,24091,2013-04-01,2016-03-31
530012,natrona,wy,20326,21909,23587,2013-07-01,2016-06-30
140185,saint clair,il,17396,18102,18823,2013-07-01,2016-06-30
340158,brunswick,nc,15658,16694,17691,2013-07-01,2016-06-30
100266,santa rosa,fl,13630,14848,16148,2013-07-01,2016-06-30
450155,deaf smith,tx,13710,15981,18602,2013-07-01,2016-06-30
490023,fauquier,va,21748,22678,23628,2013-04-01,2016-03-31
510062,raleigh,wv,21523,24885,28725,2013-07-01,2016-06-30
150005,hendricks,in,19979,22098,24387,2013-07-01,2016-06-30
170020,reno,ks,19304,20007,20777,2013-04-01,2016-03-31
010016,shelby,al,20930,22668,24601,2013-07-01,2016-06-30
370210,tulsa,ok,19084,19422,19781,2013-04-01,2016-03-31
140176,mchenry,il,16089,17246,18435,2013-07-01,2016-06-30
250050,oktibbeha,ms,13900,15115,16355,2013-07-01,2016-06-30
520028,green,wi,14912,16055,17198,2013-07-01,2016-06-30
190060,calcasieu,la,20862,22837,25056,2013-07-01,2016-06-30
520021,kenosha,wi,14786,15685,16575,2013-07-01,2016-06-30
370011,canadian,ok,13719,15920,18546,2013-07-01,2016-06-30
200050,hancock,me,13300,14898,16772,2013-07-01,2016-06-30
450196,lamar,tx,21511,22330,23126,2013-04-01,2016-03-31
180053,fleming,ky,19778,22119,24777,2013-04-01,2016-03-31
050641,los angeles,ca,19295,22363,25753,2013-07-01,2016-06-30
050238,los angeles,ca,21116,23129,25282,2013-07-01,2016-06-30
140030,kane,il,17016,17743,18488,2013-07-01,2016-06-30
100102,columbia,fl,18904,21491,24578,2013-07-01,2016-06-30
440232,houston,tn,14895,16916,19124,2013-07-01,2016-06-30
360009,allen,oh,16993,18316,19618,2013-07-01,2016-06-30
450187,washington,tx,19757,22724,26246,2013-07-01,2016-06-30
420002,york,sc,19995,21533,23106,2013-07-01,2016-06-30
041305,scott,ar,14206,16529,18997,2013-07-01,2016-06-30
340098,mecklenburg,nc,16377,17075,17802,2013-07-01,2016-06-30
300023,rockingham,nh,22546,24661,26989,2013-07-01,2016-06-30
250141,desoto,ms,16673,17515,18422,2013-07-01,2016-06-30
450876,lubbock,tx,14574,15538,16625,2013-07-01,2016-06-30
050744,orange,ca,14680,17091,19365,2013-07-01,2016-06-30
450101,mclennan,tx,20988,23090,25327,2013-07-01,2016-06-30
250069,lauderdale,ms,22234,24390,26840,2013-07-01,2016-06-30
181317,cumberland,ky,13535,15528,17829,2013-07-01,2016-06-30
161339,bremer,ia,14702,16167,17690,2013-07-01,2016-06-30
360070,stark,oh,16420,17394,18399,2013-07-01,2016-06-30
180079,harrison,ky,14551,15769,16941,2013-07-01,2016-06-30
050394,ventura,ca,22748,24930,27445,2013-07-01,2016-06-30
100268,palm beach,fl,22103,24260,26572,2013-04-01,2016-03-31
100321,clay,fl,23430,24708,26029,2013-04-01,2016-03-31
450203,parker,tx,15736,17392,19356,2013-07-01,2016-06-30
490060,tazewell,va,12311,13547,14924,2013-07-01,2016-06-30
060044,morgan,co,20938,22608,24378,2013-04-01,2016-03-31
170094,coffey,ks,15790,17453,19296,2013-04-01,2016-03-31
390290,philadelphia,pa,15450,16906,18467,2013-07-01,2016-06-30
030088,maricopa,az,19965,22676,25823,2013-07-01,2016-06-30
370023,stephens,ok,14502,15412,16330,2013-07-01,2016-06-30
100121,polk,fl,14575,16048,17575,2013-07-01,2016-06-30
310076,essex,nj,17519,18224,18963,2013-07-01,2016-06-30
180139,breathitt,ky,13250,15182,17386,2013-07-01,2016-06-30
181304,trigg,ky,13627,16046,18421,2013-07-01,2016-06-30
240210,ramsey,mn,20263,21718,23382,2013-04-01,2016-03-31
450747,anderson,tx,15439,16958,18690,2013-07-01,2016-06-30
310039,middlesex,nj,25916,28386,31027,2013-04-01,2016-03-31
030088,maricopa,az,21702,22347,23022,2013-04-01,2016-03-31
050773,alameda,ca,23676,26742,30143,2013-04-01,2016-03-31
260102,jackson,mo,18083,19349,20691,2013-04-01,2016-03-31
250084,adams,ms,14531,16135,17905,2013-07-01,2016-06-30
190008,terrebonne,la,20809,21723,22671,2013-04-01,2016-03-31
230277,oakland,mi,15284,16435,17573,2013-07-01,2016-06-30
170006,crawford,ks,22750,24783,27028,2013-04-01,2016-03-31
100266,santa rosa,fl,21722,22485,23246,2013-04-01,2016-03-31
341327,brunswick,nc,12155,13799,15444,2013-07-01,2016-06-30
450822,dallas,tx,19739,22447,25508,2013-07-01,2016-06-30
260108,saint louis,mo,21245,22436,23688,2013-07-01,2016-06-30
420057,darlington,sc,14118,16726,19374,2013-07-01,2016-06-30
370158,mcclain,ok,11959,13578,15418,2013-07-01,2016-06-30
490107,fairfax,va,16211,17259,18256,2013-07-01,2016-06-30
281349,thurston,ne,19810,22420,25263,2013-04-01,2016-03-31
390101,york,pa,21722,24601,27825,2013-04-01,2016-03-31
450862,montgomery,tx,20059,22264,24507,2013-07-01,2016-06-30
510031,kanawha,wv,14491,16364,18586,2013-07-01,2016-06-30
390125,wayne,pa,22722,25936,29312,2013-07-01,2016-06-30
451373,ward,tx,14071,16555,18918,2013-07-01,2016-06-30
440034,anderson,tn,14762,15773,16825,2013-07-01,2016-06-30
110011,carroll,ga,25155,26231,27357,2013-04-01,2016-03-31
301311,grafton,nh,13720,15238,16902,2013-07-01,2016-06-30
390100,lancaster,pa,21699,22738,23838,2013-07-01,2016-06-30
260160,stoddard,mo,14201,15972,17968,2013-07-01,2016-06-30
170196,sedgwick,ks,20697,21663,22755,2013-04-01,2016-03-31
371321,hughes,ok,13314,14796,16193,2013-07-01,2016-06-30
341326,macon,nc,12456,13805,15330,2013-07-01,2016-06-30
450399,terry,tx,13583,15724,18254,2013-07-01,2016-06-30
110078,fulton,ga,14282,15200,16172,2013-07-01,2016-06-30
521311,chippewa,wi,15370,17840,20340,2013-07-01,2016-06-30
030092,maricopa,az,17129,18852,20680,2013-07-01,2016-06-30
150018,elkhart,in,16335,17254,18107,2013-07-01,2016-06-30
230118,huron,mi,12524,14111,15825,2013-07-01,2016-06-30
060112,douglas,co,20511,20937,21404,2013-04-01,2016-03-31
360172,lorain,oh,25668,27385,29180,2013-04-01,2016-03-31
100140,nassau,fl,14519,15591,16691,2013-07-01,2016-06-30
200041,kennebec,me,18552,19955,21458,2013-04-01,2016-03-31
360006,franklin,oh,21094,22287,23609,2013-07-01,2016-06-30
230197,genesee,mi,19351,19887,20432,2013-04-01,2016-03-31
440151,warren,tn,15628,16720,17745,2013-07-01,2016-06-30
210044,baltimore,md,20796,23638,26891,2013-07-01,2016-06-30
050290,los angeles,ca,18614,18896,19173,2013-04-01,2016-03-31
100217,indian river,fl,20938,21706,22531,2013-04-01,2016-03-31
050145,monterey,ca,14493,15473,16520,2013-07-01,2016-06-30
140115,cook,il,13975,16099,18540,2013-07-01,2016-06-30
500050,clark,wa,20454,21760,23194,2013-07-01,2016-06-30
320013,taos,nm,13281,14505,15782,2013-07-01,2016-06-30
470012,bennington,vt,13300,14395,15530,2013-07-01,2016-06-30
230037,hillsdale,mi,14192,15744,17428,2013-07-01,2016-06-30
420065,charleston,sc,16644,17587,18572,2013-07-01,2016-06-30
170146,wyandotte,ks,21472,23422,25666,2013-07-01,2016-06-30
100110,osceola,fl,17191,18241,19270,2013-07-01,2016-06-30
020008,juneau,ak,16515,17638,18744,2013-04-01,2016-03-31
330350,kings,ny,14683,15925,17328,2013-07-01,2016-06-30
330084,franklin,ny,18439,20789,23535,2013-07-01,2016-06-30
450661,ector,tx,22169,23682,25302,2013-04-01,2016-03-31
521328,rusk,wi,18816,21959,25004,2013-07-01,2016-06-30
390104,mckean,pa,12061,13644,15343,2013-07-01,2016-06-30
450389,henderson,tx,14244,15564,17032,2013-07-01,2016-06-30
100045,volusia,fl,21416,23552,25996,2013-07-01,2016-06-30
490011,norfolk city,va,20333,22627,25253,2013-07-01,2016-06-30
160067,black hawk,ia,23533,24812,26135,2013-04-01,2016-03-31
340060,rockingham,nc,13923,15210,16644,2013-07-01,2016-06-30
360211,jefferson,oh,19328,20554,21857,2013-07-01,2016-06-30
100117,duval,fl,16445,17351,18264,2013-07-01,2016-06-30
431325,walworth,sd,12537,14541,16480,2013-07-01,2016-06-30
280013,douglas,ne,23262,24082,24956,2013-04-01,2016-03-31
260023,jefferson,mo,24281,25851,27460,2013-04-01,2016-03-31
310048,somerset,nj,24141,25809,27623,2013-07-01,2016-06-30
450771,collin,tx,21720,22213,22744,2013-04-01,2016-03-31
450135,tarrant,tx,20421,21484,22658,2013-07-01,2016-06-30
240141,sherburne,mn,20493,22718,25161,2013-04-01,2016-03-31
340142,carteret,nc,21347,23037,24856,2013-07-01,2016-06-30
260048,jackson,mo,18330,21152,24437,2013-07-01,2016-06-30
010065,tallapoosa,al,17730,19034,20332,2013-07-01,2016-06-30
300005,belknap,nh,16291,17381,18537,2013-07-01,2016-06-30
451346,de witt,tx,15659,17720,19946,2013-07-01,2016-06-30
260022,adair,mo,16314,17778,19207,2013-07-01,2016-06-30
100034,miami-dade,fl,26847,28410,30098,2013-04-01,2016-03-31
340051,watauga,nc,20473,21370,22329,2013-04-01,2016-03-31
450104,guadalupe,tx,18453,19750,21097,2013-07-01,2016-06-30
490130,gloucester,va,14105,15338,16739,2013-07-01,2016-06-30
010108,autauga,al,23213,26452,30395,2013-07-01,2016-06-30
390031,schuylkill,pa,21871,24168,26920,2013-07-01,2016-06-30
