County_State,Number_Insured,NInsured_CI_LowerBound,NInsured_CI_UpperBound,Number_Uninsured,NUninsured_CI_LowerBound,NUninsured_CI_UpperBound,time,State_Code,County_Code
"Kent County, MI",507511,504440,510582,40882,37811,43953,2015,26,081
"Keweenaw County, MI",1314,1299,1329,113,98,128,2015,26,083
"Lake County, MI",7325,7238,7412,747,660,834,2015,26,085
"Lapeer County, MI",67208,66638,67778,5375,4805,5945,2015,26,087
"Leelanau County, MI",14259,14107,14411,1338,1186,1490,2015,26,089
"Lenawee County, MI",71774,71212,72336,5210,4648,5772,2015,26,091
"Livingston County, MI",150666,149901,151431,7412,6647,8177,2015,26,093
"Luce County, MI",3599,3553,3645,390,344,436,2015,26,095
"Mackinac County, MI",6974,6864,7084,974,864,1084,2015,26,097
"Macomb County, MI",671125,667577,674673,51706,48158,55254,2015,26,099
"Manistee County, MI",15896,15727,16065,1520,1351,1689,2015,26,101
"Marquette County, MI",48964,48624,49304,2899,2559,3239,2015,26,103
"Mason County, MI",20661,20466,20856,1699,1504,1894,2015,26,105
"Mecosta County, MI",29864,29540,30188,2528,2204,2852,2015,26,107
"Menominee County, MI",16998,16856,17140,1239,1097,1381,2015,26,109
"Midland County, MI",64678,64228,65128,4044,3594,4494,2015,26,111
"Missaukee County, MI",10781,10657,10905,1095,971,1219,2015,26,113
"Monroe County, MI",117398,116624,118172,7345,6571,8119,2015,26,115
"Montcalm County, MI",46268,45855,46681,3773,3360,4186,2015,26,117
"Montmorency County, MI",5793,5719,5867,603,529,677,2015,26,119
"Muskegon County, MI",130390,129335,131445,10030,8975,11085,2015,26,121
"Newaygo County, MI",35784,35469,36099,2973,2658,3288,2015,26,123
"Oakland County, MI",976901,972747,981055,66479,62325,70633,2015,26,125
"Oceana County, MI",18494,18256,18732,2289,2051,2527,2015,26,127
"Ogemaw County, MI",14157,13988,14326,1467,1298,1636,2015,26,129
"Ontonagon County, MI",3628,3582,3674,345,299,391,2015,26,131
"Osceola County, MI",16540,16345,16735,1694,1499,1889,2015,26,133
"Oscoda County, MI",5380,5303,5457,646,569,723,2015,26,135
"Otsego County, MI",17662,17489,17835,1527,1354,1700,2015,26,137
"Ottawa County, MI",221851,220535,223167,13605,12289,14921,2015,26,139
"Presque Isle County, MI",8154,8060,8248,810,716,904,2015,26,141
"Roscommon County, MI",14914,14736,15092,1548,1370,1726,2015,26,143
"Saginaw County, MI",142575,141520,143630,10617,9562,11672,2015,26,145
"St. Clair County, MI",122512,121616,123408,9052,8156,9948,2015,26,147
"St. Joseph County, MI",45964,45505,46423,4391,3932,4850,2015,26,149
"Sanilac County, MI",29939,29628,30250,2979,2668,3290,2015,26,151
"Schoolcraft County, MI",5491,5421,5561,597,527,667,2015,26,153
"Shiawassee County, MI",52496,52051,52941,3910,3465,4355,2015,26,155
"Tuscola County, MI",40186,39867,40505,2909,2590,3228,2015,26,157
"Van Buren County, MI",56501,55926,57076,5651,5076,6226,2015,26,159
"Washtenaw County, MI",281618,280119,283117,16409,14910,17908,2015,26,161
"Wayne County, MI",1366408,1360307,1372509,125477,119376,131578,2015,26,163
"Wexford County, MI",24871,24643,25099,1973,1745,2201,2015,26,165
"Aitkin County, MN",9993,9909,10077,734,650,818,2015,27,001
"Anoka County, MN",286025,284783,287267,13383,12141,14625,2015,27,003
"Becker County, MN",24776,24590,24962,1786,1600,1972,2015,27,005
"Beltrami County, MN",33784,33435,34133,3186,2837,3535,2015,27,007
"Benton County, MN",32333,32135,32531,1454,1256,1652,2015,27,009
"Big Stone County, MN",3489,3462,3516,215,188,242,2015,27,011
"Blue Earth County, MN",51718,51406,52030,2407,2095,2719,2015,27,013
"Brown County, MN",18534,18430,18638,825,721,929,2015,27,015
"Carlton County, MN",26722,26547,26897,1523,1348,1698,2015,27,017
"Carver County, MN",85581,85266,85896,2754,2439,3069,2015,27,019
"Cass County, MN",19637,19441,19833,1877,1681,2073,2015,27,021
"Chippewa County, MN",8953,8877,9029,624,548,700,2015,27,023
"Chisago County, MN",43510,43283,43737,1905,1678,2132,2015,27,025
"Clay County, MN",48964,48675,49253,2193,1904,2482,2015,27,027
"Clearwater County, MN",6409,6345,6473,563,499,627,2015,27,029
"Cook County, MN",3524,3482,3566,324,282,366,2015,27,031
"Cottonwood County, MN",8287,8221,8353,537,471,603,2015,27,033
"Crow Wing County, MN",47025,46744,47306,2407,2126,2688,2015,27,035
"Dakota County, MN",347226,345798,348654,14725,13297,16153,2015,27,037
"Dodge County, MN",16827,16734,16920,762,669,855,2015,27,039
"Douglas County, MN",27467,27323,27611,1201,1057,1345,2015,27,041
"Faribault County, MN",10027,9952,10102,623,548,698,2015,27,043
"Fillmore County, MN",15318,15195,15441,1091,968,1214,2015,27,045
"Freeborn County, MN",22112,21931,22293,1506,1325,1687,2015,27,047
"Goodhue County, MN",35430,35209,35651,1877,1656,2098,2015,27,049
"Grant County, MN",4249,4218,4280,249,218,280,2015,27,051
"Hennepin County, MN",991230,987676,994784,60982,57428,64536,2015,27,053
"Houston County, MN",14241,14153,14329,727,639,815,2015,27,055
"Hubbard County, MN",14518,14409,14627,988,879,1097,2015,27,057
"Isanti County, MN",30971,30795,31147,1465,1289,1641,2015,27,059
"Itasca County, MN",33147,32932,33362,1949,1734,2164,2015,27,061
"Jackson County, MN",7614,7571,7657,341,298,384,2015,27,063
"Kanabec County, MN",11925,11835,12015,775,685,865,2015,27,065
"Kandiyohi County, MN",32212,31953,32471,2236,1977,2495,2015,27,067
"Kittson County, MN",3222,3201,3243,174,153,195,2015,27,069
"Koochiching County, MN",9116,9033,9199,684,601,767,2015,27,071
"Lac qui Parle County, MN",4839,4807,4871,260,228,292,2015,27,073
"Lake County, MN",7557,7511,7603,349,303,395,2015,27,075
"Lake of the Woods County, MN",2809,2784,2834,192,167,217,2015,27,077
"Le Sueur County, MN",21815,21673,21957,1195,1053,1337,2015,27,079
"Lincoln County, MN",4089,4061,4117,223,195,251,2015,27,081
"Lyon County, MN",20030,19901,20159,1025,896,1154,2015,27,083
"McLeod County, MN",27955,27783,28127,1377,1205,1549,2015,27,085
"Mahnomen County, MN",4039,3992,4086,400,353,447,2015,27,087
"Marshall County, MN",7059,7007,7111,429,377,481,2015,27,089
"Martin County, MN",14552,14441,14663,915,804,1026,2015,27,091
"Meeker County, MN",17585,17462,17708,1048,925,1171,2015,27,093
"Mille Lacs County, MN",19266,19106,19426,1398,1238,1558,2015,27,095
"Morrison County, MN",25113,24942,25284,1543,1372,1714,2015,27,097
"Mower County, MN",29581,29350,29812,2079,1848,2310,2015,27,099
"Murray County, MN",5974,5931,6017,348,305,391,2015,27,101
"Nicollet County, MN",25151,25012,25290,1058,919,1197,2015,27,103
"Nobles County, MN",16231,16018,16444,1823,1610,2036,2015,27,105
"Norman County, MN",4836,4794,4878,353,311,395,2015,27,107
"Olmsted County, MN",123034,122441,123627,5398,4805,5991,2015,27,109
"Otter Tail County, MN",41511,41245,41777,2451,2185,2717,2015,27,111
"Pennington County, MN",11108,11032,11184,577,501,653,2015,27,113
"Pine County, MN",20485,20332,20638,1347,1194,1500,2015,27,115
"Pipestone County, MN",6781,6721,6841,495,435,555,2015,27,117
"Polk County, MN",23902,23745,24059,1347,1190,1504,2015,27,119
"Pope County, MN",7972,7921,8023,406,355,457,2015,27,121
"Ramsey County, MN",423520,421161,425879,28953,26594,31312,2015,27,123
"Red Lake County, MN",3047,3021,3073,203,177,229,2015,27,125
"Redwood County, MN",11262,11168,11356,838,744,932,2015,27,127
"Renville County, MN",10962,10876,11048,724,638,810,2015,27,129
"Rice County, MN",46220,45887,46553,2904,2571,3237,2015,27,131
"Rock County, MN",7127,7079,7175,384,336,432,2015,27,133
"Roseau County, MN",12472,12392,12552,669,589,749,2015,27,135
"St. Louis County, MN",151176,150401,151951,7676,6901,8451,2015,27,137
"Scott County, MN",122659,122084,123234,5221,4646,5796,2015,27,139
"Sherburne County, MN",77103,76703,77503,3321,2921,3721,2015,27,141
"Sibley County, MN",11407,11323,11491,702,618,786,2015,27,143
"Stearns County, MN",121227,120583,121871,5978,5334,6622,2015,27,145
"Steele County, MN",29152,28998,29306,1275,1121,1429,2015,27,147
"Stevens County, MN",7010,6964,7056,328,282,374,2015,27,149
"Swift County, MN",6818,6765,6871,429,376,482,2015,27,151
"Todd County, MN",17811,17653,17969,1414,1256,1572,2015,27,153
"Traverse County, MN",2350,2331,2369,162,143,181,2015,27,155
"Wabasha County, MN",16338,16251,16425,729,642,816,2015,27,157
"Wadena County, MN",10051,9972,10130,636,557,715,2015,27,159
"Waseca County, MN",13982,13900,14064,664,582,746,2015,27,161
"Washington County, MN",209079,208300,209858,7338,6559,8117,2015,27,163
"Watonwan County, MN",7891,7797,7985,797,703,891,2015,27,165
"Wilkin County, MN",4921,4891,4951,244,214,274,2015,27,167
"Winona County, MN",37062,36762,37362,2316,2016,2616,2015,27,169
"Wright County, MN",111266,110747,111785,4518,3999,5037,2015,27,171
"Yellow Medicine County, MN",7312,7255,7369,470,413,527,2015,27,173
"Adams County, MS",19833,19439,20227,3739,3345,4133,2015,28,001
"Alcorn County, MS",25757,25285,26229,4646,4174,5118,2015,28,003
"Amite County, MS",7944,7760,8128,1842,1658,2026,2015,28,005
"Attala County, MS",12734,12489,12979,2445,2200,2690,2015,28,007
"Benton County, MS",5541,5419,5663,1070,948,1192,2015,28,009
"Bolivar County, MS",22923,22521,23325,3941,3539,4343,2015,28,011
"Calhoun County, MS",9737,9521,9953,2266,2050,2482,2015,28,013
"Carroll County, MS",6344,6203,6485,1364,1223,1505,2015,28,015
"Chickasaw County, MS",11622,11365,11879,2556,2299,2813,2015,28,017
"Choctaw County, MS",5701,5599,5803,910,808,1012,2015,28,019
"Claiborne County, MS",5741,5629,5853,975,863,1087,2015,28,021
"Clarke County, MS",10915,10710,11120,1990,1785,2195,2015,28,023
"Clay County, MS",13821,13544,14098,2547,2270,2824,2015,28,025
"Coahoma County, MS",17710,17381,18039,3058,2729,3387,2015,28,027
"Copiah County, MS",20023,19650,20396,3638,3265,4011,2015,28,029
"Covington County, MS",13332,13039,13625,2763,2470,3056,2015,28,031
"DeSoto County, MS",135219,133809,136629,16189,14779,17599,2015,28,033
"Forrest County, MS",53471,52473,54469,9815,8817,10813,2015,28,035
"Franklin County, MS",5361,5259,5463,951,849,1053,2015,28,037
"George County, MS",16468,16167,16769,2937,2636,3238,2015,28,039
"Greene County, MS",7927,7780,8074,1434,1287,1581,2015,28,041
"Grenada County, MS",15138,14855,15421,2567,2284,2850,2015,28,043
"Hancock County, MS",31701,31067,32335,6373,5739,7007,2015,28,045
"Harrison County, MS",140472,138286,142658,28395,26209,30581,2015,28,047
"Hinds County, MS",178232,176117,180347,26305,24190,28420,2015,28,049
"Holmes County, MS",12639,12387,12891,2282,2030,2534,2015,28,051
"Humphreys County, MS",6078,5946,6210,1240,1108,1372,2015,28,053
"Issaquena County, MS",712,693,731,159,140,178,2015,28,055
"Itawamba County, MS",15870,15568,16172,2809,2507,3111,2015,28,057
"Jackson County, MS",102304,100777,103831,17382,15855,18909,2015,28,059
"Jasper County, MS",11287,11066,11508,2117,1896,2338,2015,28,061
"Jefferson County, MS",5095,4982,5208,951,838,1064,2015,28,063
"Jefferson Davis County, MS",7633,7462,7804,1644,1473,1815,2015,28,065
"Jones County, MS",47033,46171,47895,9167,8305,10029,2015,28,067
"Kemper County, MS",5850,5705,5995,1450,1305,1595,2015,28,069
"Lafayette County, MS",35189,34523,35855,5847,5181,6513,2015,28,071
"Lamar County, MS",46019,45260,46778,7015,6256,7774,2015,28,073
"Lauderdale County, MS",54210,53347,55073,8722,7859,9585,2015,28,075
"Lawrence County, MS",9021,8861,9181,1508,1348,1668,2015,28,077
"Leake County, MS",14036,13702,14370,3709,3375,4043,2015,28,079
"Lee County, MS",62302,61384,63220,9940,9022,10858,2015,28,081
"Leflore County, MS",20882,20450,21314,4104,3672,4536,2015,28,083
"Lincoln County, MS",24211,23744,24678,4550,4083,5017,2015,28,085
"Lowndes County, MS",42374,41635,43113,7281,6542,8020,2015,28,087
"Madison County, MS",78976,78043,79909,9622,8689,10555,2015,28,089
"Marion County, MS",17039,16679,17399,3569,3209,3929,2015,28,091
"Marshall County, MS",24081,23618,24544,4453,3990,4916,2015,28,093
"Monroe County, MS",24581,24112,25050,4588,4119,5057,2015,28,095
"Montgomery County, MS",6859,6724,6994,1289,1154,1424,2015,28,097
"Neshoba County, MS",20370,19958,20782,4499,4087,4911,2015,28,099
"Newton County, MS",14842,14564,15120,2832,2554,3110,2015,28,101
"Noxubee County, MS",7372,7194,7550,1749,1571,1927,2015,28,103
"Oktibbeha County, MS",33420,32596,34244,6517,5693,7341,2015,28,105
"Panola County, MS",24394,23954,24834,4522,4082,4962,2015,28,107
"Pearl River County, MS",36935,36236,37634,7298,6599,7997,2015,28,109
"Perry County, MS",8360,8183,8537,1735,1558,1912,2015,28,111
"Pike County, MS",27783,27286,28280,5089,4592,5586,2015,28,113
"Pontotoc County, MS",22154,21730,22578,4189,3765,4613,2015,28,115
"Prentiss County, MS",17129,16776,17482,3260,2907,3613,2015,28,117
"Quitman County, MS",5148,5033,5263,1059,944,1174,2015,28,119
"Rankin County, MS",110061,108755,111367,14148,12842,15454,2015,28,121
"Scott County, MS",19145,18686,19604,4968,4509,5427,2015,28,123
"Sharkey County, MS",3146,3078,3214,648,580,716,2015,28,125
"Simpson County, MS",18673,18286,19060,3780,3393,4167,2015,28,127
"Smith County, MS",11150,10942,11358,2032,1824,2240,2015,28,129
"Stone County, MS",12135,11918,12352,1975,1758,2192,2015,28,131
"Sunflower County, MS",16696,16361,17031,3179,2844,3514,2015,28,133
"Tallahatchie County, MS",8506,8331,8681,1664,1489,1839,2015,28,135
"Tate County, MS",19197,18817,19577,3635,3255,4015,2015,28,137
"Tippah County, MS",15209,14890,15528,3096,2777,3415,2015,28,139
"Tishomingo County, MS",12954,12688,13220,2596,2330,2862,2015,28,141
"Tunica County, MS",7930,7761,8099,1144,975,1313,2015,28,143
"Union County, MS",19639,19225,20053,4152,3738,4566,2015,28,145
"Walthall County, MS",9643,9417,9869,2258,2032,2484,2015,28,147
"Warren County, MS",35001,34463,35539,5078,4540,5616,2015,28,149
"Washington County, MS",33872,33243,34501,6775,6146,7404,2015,28,151
"Wayne County, MS",14294,14000,14588,2855,2561,3149,2015,28,153
"Webster County, MS",6983,6848,7118,1229,1094,1364,2015,28,155
"Wilkinson County, MS",5680,5572,5788,965,857,1073,2015,28,157
"Winston County, MS",12056,11802,12310,2516,2262,2770,2015,28,159
"Yalobusha County, MS",8659,8502,8816,1419,1262,1576,2015,28,161
"Yazoo County, MS",16993,16680,17306,2944,2631,3257,2015,28,163
"Adair County, MO",16561,16261,16861,2554,2254,2854,2015,29,001
"Andrew County, MO",12814,12658,12970,1417,1261,1573,2015,29,003
"Atchison County, MO",3503,3448,3558,497,442,552,2015,29,005
"Audrain County, MO",17132,16865,17399,2451,2184,2718,2015,29,007
"Barry County, MO",23106,22650,23562,4987,4531,5443,2015,29,009
"Barton County, MO",8114,7970,8258,1420,1276,1564,2015,29,011
"Bates County, MO",11232,11040,11424,1884,1692,2076,2015,29,013
"Benton County, MO",11102,10906,11298,1952,1756,2148,2015,29,015
"Bollinger County, MO",8381,8232,8530,1520,1371,1669,2015,29,017
"Boone County, MO",133943,132536,135350,14185,12778,15592,2015,29,019
"Buchanan County, MO",63507,62722,64292,8332,7547,9117,2015,29,021
"Butler County, MO",29995,29535,30455,4624,4164,5084,2015,29,023
"Caldwell County, MO",6138,6036,6240,980,878,1082,2015,29,025
"Callaway County, MO",30899,30505,31293,3751,3357,4145,2015,29,027
"Camden County, MO",27186,26683,27689,5320,4817,5823,2015,29,029
"Cape Girardeau County, MO",56502,55827,57177,6644,5969,7319,2015,29,031
"Carroll County, MO",6178,6085,6271,878,785,971,2015,29,033
"Carter County, MO",4199,4110,4288,849,760,938,2015,29,035
"Cass County, MO",77312,76580,78044,7792,7060,8524,2015,29,037
"Cedar County, MO",8736,8562,8910,1711,1537,1885,2015,29,039
"Chariton County, MO",4957,4873,5041,807,723,891,2015,29,041
"Christian County, MO",63124,62366,63882,7670,6912,8428,2015,29,043
"Clark County, MO",4665,4586,4744,754,675,833,2015,29,045
"Clay County, MO",184355,182736,185974,18981,17362,20600,2015,29,047
"Clinton County, MO",15178,14989,15367,1734,1545,1923,2015,29,049
"Cole County, MO",55011,54398,55624,5947,5334,6560,2015,29,051
"Cooper County, MO",11716,11554,11878,1517,1355,1679,2015,29,053
"Crawford County, MO",16755,16458,17052,3014,2717,3311,2015,29,055
"Dade County, MO",4926,4834,5018,893,801,985,2015,29,057
"Dallas County, MO",10783,10562,11004,2173,1952,2394,2015,29,059
"Daviess County, MO",5309,5194,5424,1156,1041,1271,2015,29,061
"DeKalb County, MO",6486,6394,6578,848,756,940,2015,29,063
"Dent County, MO",10245,10058,10432,1981,1794,2168,2015,29,065
"Douglas County, MO",8410,8233,8587,1707,1530,1884,2015,29,067
"Dunklin County, MO",21131,20790,21472,3769,3428,4110,2015,29,069
"Franklin County, MO",75920,75037,76803,9578,8695,10461,2015,29,071
"Gasconade County, MO",10021,9858,10184,1550,1387,1713,2015,29,073
"Gentry County, MO",4586,4505,4667,735,654,816,2015,29,075
"Greene County, MO",202301,199865,204737,31086,28650,33522,2015,29,077
"Grundy County, MO",6668,6552,6784,1051,935,1167,2015,29,079
"Harrison County, MO",5565,5451,5679,1119,1005,1233,2015,29,081
"Henry County, MO",14812,14586,15038,2222,1996,2448,2015,29,083
"Hickory County, MO",5041,4926,5156,1065,950,1180,2015,29,085
"Holt County, MO",2969,2919,3019,451,401,501,2015,29,087
"Howard County, MO",6811,6709,6913,948,846,1050,2015,29,089
"Howell County, MO",27663,27229,28097,4435,4001,4869,2015,29,091
"Iron County, MO",6747,6628,6866,1170,1051,1289,2015,29,093
"Jackson County, MO",510206,506079,514333,73433,69306,77560,2015,29,095
"Jasper County, MO",85050,83826,86274,14442,13218,15666,2015,29,097
"Jefferson County, MO",171344,169681,173007,20736,19073,22399,2015,29,099
"Johnson County, MO",39406,38877,39935,4672,4143,5201,2015,29,101
"Knox County, MO",2464,2408,2520,539,483,595,2015,29,103
"Laclede County, MO",24781,24364,25198,4172,3755,4589,2015,29,105
"Lafayette County, MO",23274,22962,23586,3081,2769,3393,2015,29,107
"Lawrence County, MO",26159,25698,26620,4737,4276,5198,2015,29,109
"Lewis County, MO",6778,6668,6888,1014,904,1124,2015,29,111
"Lincoln County, MO",41537,40983,42091,5806,5252,6360,2015,29,113
"Linn County, MO",8430,8290,8570,1302,1162,1442,2015,29,115
"Livingston County, MO",9353,9210,9496,1362,1219,1505,2015,29,117
"McDonald County, MO",15051,14705,15397,4017,3671,4363,2015,29,119
"Macon County, MO",10238,10065,10411,1667,1494,1840,2015,29,121
